index,height,weight,birthDate,collegeName,position,displayName
980,73,262,10/7/1990,Miami,DE,Olivier Vernon
981,74,293,8/27/1991,Miami,DT,Olsen Pierre
982,76,233,3/21/1995,Vanderbilt,LB,Oren Burks
983,75,196,2/10/1987,Boise State,CB,Orlando Scandrick
984,70,257,1/27/1991,Georgia,TE,Orson Charles
985,75,196,6/1/1993,Florida State,CB,P.J. Williams
986,72,180,10/11/1994,Tulane,CB,Parry Nickerson
987,70,215,8/19/1987,Oregon,SS,Patrick Chung
988,71,234,4/30/1989,South Carolina,FB,Patrick DiMarco
989,73,230,9/17/1995,Texas Tech,QB,Patrick Mahomes
990,75,227,8/22/1992,Portland State,ILB,Patrick Onwuasor
991,72,203,7/11/1990,Louisiana State,CB,Patrick Peterson
992,73,311,5/27/1994,Maine,FB,Patrick Ricard
993,75,191,9/7/1987,Florida State,CB,Patrick Robinson
994,71,180,4/13/1992,Colorado,WR,Paul Richardson
995,72,265,12/17/1988,Mississippi State,OLB,Pernell McPhee
996,75,254,6/26/1995,Stanford,LB,Peter Kalambayi
997,75,225,2/27/1994,Auburn,RB,Peyton Barber
998,71,207,3/7/1995,South Carolina,WR,Pharoh Cooper
999,71,228,12/8/1981,North Carolina State,QB,Philip Rivers
1000,77,192,1/5/1993,Miami,WR,Phillip Dorsett
1001,70,193,4/4/1991,Rice,CB,Phillip Gaines
1002,72,190,7/24/1994,Colorado,RB,Phillip Lindsay
1003,68,192,9/8/1990,Lindenwood,CB,Pierre Desir
1004,73,211,8/8/1986,Mount Union,WR,Pierre Garcon
1005,72,245,3/9/1994,Utah,LB,Pita Taumoepenu
1006,73,255,10/27/1992,Louisville,MLB,Preston Brown
1007,73,265,11/17/1992,Mississippi State,OLB,Preston Smith
1008,77,204,6/6/1989,Nebraska,CB,Prince Amukamara
1009,72,197,1/22/1993,Texas,SS,Quandre Diggs
1010,69,209,6/20/1996,Stanford,CB,Quenton Meeks
1011,73,225,5/31/1992,Nebraska,WR,Quincy Enunwa
1012,74,193,8/16/1996,Florida,CB,Quincy Wilson
1013,74,202,7/22/1992,Florida,CB,Quinton Dunbar
1014,74,242,11/17/1995,Ohio State,LB,Raekwon McMillan
1015,74,205,5/12/1987,South Carolina State,SS,Rafael Bush
1016,71,197,4/9/1992,Purdue,RB,Raheem Mostert
1017,70,237,8/19/1992,Georgia,ILB,Ramik Wilson
1018,74,232,8/10/1987,North Dakota State,OLB,Ramon Humber
1019,71,192,8/22/1990,Kentucky,WR,Randall Cobb
1020,70,220,2/2/1996,San Diego State,RB,Rashaad Penny
1021,71,234,11/8/1995,Alabama,LB,Rashaan Evans
1022,74,200,1/23/1995,Tennessee,DB,Rashaan Gaulden
1023,73,194,10/2/1989,Northern Illinois,CB,Rashaan Melvin
1024,74,186,9/23/1992,Florida State,WR,Rashad Greene
1025,71,198,10/7/1994,Colorado State,WR,Rashard Higgins
1026,73,177,7/23/1995,Louisiana State,CB,Rashard Robinson
1027,74,209,8/29/1995,West Virginia,CB,Rasul Douglas
1028,74,197,2/2/1995,James Madison,FS,Raven Greene
1029,71,220,3/5/1991,Miami,OLB,Ray-Ray Armstrong
1030,75,190,10/15/1996,Clemson,WR,Ray-Ray McCloud
1031,69,220,1/25/1994,Miami,SS,Rayshawn Jenkins
1032,74,260,4/1/1993,Arizona,LB,Reggie Gilbert
1033,76,210,9/21/1983,Florida,FS,Reggie Nelson
1034,71,252,9/23/1993,Alabama,ILB,Reggie Ragland
1035,74,235,3/24/1994,Louisiana State,LS,Reid Ferguson
1036,74,215,2/25/1988,Georgia,SS,Reshad Jones
1037,73,228,4/4/1994,Alabama,OLB,Reuben Foster
1038,73,215,7/2/1990,Nebraska,RB,Rex Burkhead
1039,70,255,10/3/1988,USC,TE,Rhett Ellison
1040,77,186,12/18/1991,Purdue,SS,Ricardo Allen
1041,69,257,1/22/1992,California,TE,Richard Rodgers
1042,76,195,3/30/1988,Stanford,CB,Richard Sherman
1043,75,185,9/5/1995,Middle Tennessee,WR,Richie James
1044,69,309,11/23/1986,LSU,DT,Ricky Jean Francois
1045,74,233,4/15/1994,Oregon State,FB,Ricky Ortiz
1046,72,243,3/15/1995,Texas A&M,TE,Ricky Seals-Jones
1047,77,280,1/7/1994,Baylor,TE,Rico Gathers
1048,78,228,11/23/1993,Michigan State,LB,Riley Bullough
1049,74,198,6/16/1993,Iowa,WR,Riley McCarron
1050,69,217,10/12/1989,Nevada,WR,Rishard Matthews
1051,72,198,11/1/1994,Washington State,WR,River Cracraft
1052,72,265,5/14/1989,Arizona,TE,Rob Gronkowski
1053,78,229,10/3/1992,Tulane,RB,Rob Kelley
1054,72,190,5/9/1993,Temple,WR,Robby Anderson
1055,75,186,11/1/1988,Southeastern Louisiana,CB,Robert Alford
1056,70,196,5/7/1994,Alabama,WR,Robert Foster
1057,74,213,2/12/1990,Baylor,QB,Robert Griffin III
1058,74,314,9/19/1994,Mississippi,DT,Robert Nkemdiche
1059,76,257,5/18/1990,North Carolina,DE,Robert Quinn
1060,76,237,4/30/1994,Indiana State,TE,Robert Tonyan
1061,77,225,12/2/1989,Utah State,RB,Robert Turbin
1062,70,193,4/10/1992,Southern California,WR,Robert Woods
1063,72,198,9/2/1995,Jacksonville State,RB,Roc Thomas
1064,70,236,1/10/1992,Ohio State,RB,Rod Smith
1065,75,195,2/9/1988,Temple,WR,Rod Streater
1066,74,305,1/19/1992,Delaware State,DT,Rodney Gunter
1067,77,195,6/23/1990,Virginia,FS,Rodney McLeod
1068,70,263,6/17/1995,Notre Dame,DE,Romeo Okwara
1069,76,206,8/17/1987,Newberry,FS,Ron Parker
1070,72,193,1/2/1994,Florida State,CB,Ronald Darby
1071,71,208,8/3/1997,Southern California,RB,Ronald Jones
1072,71,214,4/18/1997,Alabama,DB,Ronnie Harrison
1073,75,203,11/25/1988,California (PA),FS,Rontez Miles
1074,72,248,3/30/1992,Kent State,FB,Roosevelt Nix
1075,71,230,4/8/1997,Georgia,LB,Roquan Smith
1076,72,240,1/26/1995,San Diego,TE,Ross Dwelley
1077,77,238,2/24/1996,Oregon,RB,Royce Freeman
1078,72,204,11/1/1994,Auburn,S,Rudy Ford
1079,72,184,1/22/1996,Louisiana State,WR,Russell Gage
1080,72,195,9/17/1990,LSU,WR,Russell Shepard
1081,72,215,11/29/1988,Wisconsin,QB,Russell Wilson
1082,71,253,8/12/1994,Alabama,OLB,Ryan Anderson
1083,74,228,11/24/1982,Harvard,QB,Ryan Fitzpatrick
1084,74,194,12/19/1990,Tulane,WR,Ryan Grant
1085,72,255,1/11/1990,Connecticut,TE,Ryan Griffin
1086,78,255,1/24/1991,Stanford,TE,Ryan Hewitt
1087,76,265,8/16/1988,Purdue,OLB,Ryan Kerrigan
1088,76,195,4/15/1994,Pittsburgh,CB,Ryan Lewis
1089,72,190,9/7/1993,North Carolina Central,CB,Ryan Smith
1090,71,185,11/4/1994,North Carolina,WR,Ryan Switzer
1091,68,207,7/27/1988,Texas A&M,QB,Ryan Tannehill
1092,76,208,3/17/1996,Penn State,WR,Saeed Blacknall
1093,74,259,9/6/1988,Texas,OLB,Sam Acho
1094,75,224,11/8/1987,Oklahoma,QB,Sam Bradford
1095,76,225,6/5/1997,Southern California,QB,Sam Darnold
1096,75,265,6/29/1995,Ohio State,DE,Sam Hubbard
1097,77,222,8/13/1982,Nebraska,P,Sam Koch
1098,73,211,2/27/1990,Appalachian State,P,Sam Martin
1099,73,178,12/8/1987,Miami (Fla.),CB,Sam Shields
1100,71,240,9/16/1995,Oklahoma,RB,Samaje Perine
1101,71,210,3/31/1993,Auburn,WR,Sammie Coates
1102,73,211,6/14/1993,Clemson,WR,Sammy Watkins
1103,73,245,5/9/1995,Eastern Washington,OLB,Samson Ebukam
1104,75,233,2/9/1997,Penn State,RB,Saquon Barkley
1105,72,255,4/13/1992,Assumption,TE,Scott Simonson
1106,77,205,4/27/1996,Temple,DB,Sean Chandler
1107,70,255,6/11/1993,Missouri,TE,Sean Culkin
1108,77,202,10/23/1993,Maryland,SS,Sean Davis
1109,73,245,7/22/1986,Penn State,ILB,Sean Lee
1110,74,231,4/25/1992,Oregon State,QB,Sean Mannion
1111,78,245,1/29/1993,Princeton,TE,Seth DeValve
1112,75,195,2/22/1991,West Alabama,WR,Seth Roberts
1113,74,202,8/5/1994,Washington State,FS,Shalom Luani
1114,72,205,2/23/1991,Syracuse,SS,Shamarko Thomas
1115,69,255,5/18/1993,Missouri,DE,Shane Ray
1116,75,240,8/21/1993,San Jose State,FB,Shane Smith
1117,73,230,4/21/1994,Washington,OLB,Shaq Thompson
1118,72,227,7/20/1995,Central Florida,LB,Shaquem Griffin
1119,72,250,11/17/1992,Colorado State,OLB,Shaquil Barrett
1120,74,198,7/20/1995,Central Florida,CB,Shaquill Griffin
1121,72,184,4/8/1987,USC,CB,Shareece Wright
1122,71,250,10/1/1995,Temple,OLB,Sharif Finch
1123,76,198,10/14/1991,Florida Atlantic,SS,Sharrod Neasman
1124,72,235,9/11/1995,Alabama,LB,Shaun Dion Hamilton
1125,72,185,12/2/1995,Duke,RB,Shaun Wilson
1126,69,210,5/13/1991,Georgia,SS,Shawn Williams
1127,72,191,3/20/1995,West Virginia,WR,Shelton Gibson
1128,71,203,12/19/1987,Northwestern,CB,Sherrick McManis
1129,71,260,3/20/1992,Michigan State,LB,Shilique Calhoun
1130,76,181,5/21/1996,Washington,CB,Sidney Jones
1131,72,205,8/4/1994,Jacksonville State,DB,Siran Neal
1132,72,225,1/8/1995,South Carolina,ILB,Skai Moore
1133,74,280,8/26/1995,Stanford,DE,Solomon Thomas
1134,75,215,2/17/1995,Georgia,RB,Sony Michel
1135,71,229,11/23/1991,LSU,RB,Spencer Ware
1136,70,195,5/13/1994,Miami (Fla.),WR,Stacy Coley
1137,72,191,11/29/1993,Maryland,WR,Stefon Diggs
1138,72,210,6/29/1985,North Carolina State,K,Stephen Hauschka
1139,76,265,3/19/1994,Vanderbilt,DE,Stephen Weatherly
1140,77,202,9/19/1990,South Carolina,CB,Stephon Gilmore
1141,73,245,7/28/1992,Clemson,MLB,Stephone Anthony
1142,75,201,2/10/1993,Oklahoma,WR,Sterling Shepard
1143,70,220,1/27/1989,LSU,RB,Stevan Ridley
1144,71,194,1/22/1993,Oregon State,CB,Steven Nelson
1145,71,224,7/7/1995,USC,DB,Su'a Cravens
1146,73,204,7/28/1990,Ohio,CB,T.J. Carrie
1147,72,190,7/19/1992,Notre Dame,WR,T.J. Jones
1148,72,195,9/3/1994,North Carolina,RB,T.J. Logan
1149,71,215,1/26/1991,USC,SS,T.J. McDonald
1150,74,252,10/11/1994,Wisconsin,OLB,T.J. Watt
1151,76,223,10/2/1993,Alabama,RB,T.J. Yeldon
1152,73,183,11/14/1989,Florida International,WR,T.Y. Hilton
1153,70,224,8/14/1996,Chattanooga,ILB,Tae Davis
1154,73,241,4/2/1990,Temple,OLB,Tahir Whitehead
1155,73,195,7/26/1988,Eastern Washington,RB,Taiwan Jones
1156,72,194,12/23/1994,Massachusetts,WR,Tajae Sharpe
1157,74,265,11/2/1995,UCLA,DE,Takkarist McKinley
1158,74,228,12/16/1994,Boise State,LB,Tanner Vallejo
1159,73,289,6/14/1994,Villanova,DE,Tanoh Kpassagnon
1160,79,192,10/21/1993,Virginia,WR,Taquan Mizzell
1161,70,266,3/18/1994,Ohio,LB,Tarell Basham
1162,76,191,7/26/1995,North Carolina A&T,RB,Tarik Cohen
1163,66,192,7/27/1996,Weber State,CB,Taron Johnson
1164,71,200,8/16/1996,Southern Mississippi,DB,Tarvarius Moore
1165,74,212,8/7/1990,Wyoming,FS,Tashaun Gipson
1166,73,205,3/11/1996,Ferris State,CB,Tavierre Thomas
1167,70,185,3/15/1990,West Virginia,WR,Tavon Austin
1168,68,208,3/19/1990,Illinois,SS,Tavon Wilson
1169,72,185,3/14/1994,Temple,CB,Tavon Young
1170,69,168,2/17/1991,Abilene Christian,WR,Taylor Gabriel
1171,67,210,3/15/1993,Old Dominion,QB,Taylor Heinicke
1172,73,221,8/23/1990,Brigham Young,QB,Taysom Hill
1173,74,205,3/2/1995,Western Kentucky,WR,Taywan Taylor
1174,71,180,4/12/1985,Ohio State,WR,Ted Ginn
1175,71,215,11/10/1992,Louisville,QB,Teddy Bridgewater
1176,74,204,1/20/1995,Colorado,FS,Tedric Thompson
1177,72,191,12/31/1995,Florida,CB,Teez Tabor
1178,72,215,4/11/1991,Florida State,OLB,Telvin Smith
1179,75,245,7/30/1993,South Carolina State,TE,Temarrick Hemingway
1180,77,190,5/17/1992,Oregon,CB,Terrance Mitchell
1181,71,235,5/3/1993,Florida State,ILB,Terrance Smith
1182,74,210,9/18/1989,Baylor,WR,Terrance Williams
1183,74,217,1/20/1997,Virginia Tech,S,Terrell Edmunds
1184,73,265,10/11/1982,Arizona State,OLB,Terrell Suggs
1185,75,228,6/20/1989,Ohio State,WR,Terrelle Pryor
1186,76,205,3/2/1992,Florida State,SS,Terrence Brooks
1187,71,210,4/16/1993,Indiana,RB,Tevin Coleman
1188,73,201,5/4/1991,Notre Dame,RB,Theo Riddick
1189,69,235,3/22/1983,Georgia,OLB,Thomas Davis
1190,73,235,3/8/1986,Southern Methodist,P,Thomas Morstead
1191,76,212,11/23/1993,Utah,WR,Tim Patrick
1192,76,185,7/15/1994,Arizona State,WR,Tim White
1193,70,244,11/12/1993,Alabama,OLB,Tim Williams
1194,75,230,5/17/1992,Sacramento State,ILB,Todd Davis
1195,73,224,8/3/1994,Georgia,RB,Todd Gurley
1196,73,225,8/3/1977,Michigan,QB,Tom Brady
1197,76,288,8/30/1984,Southern Mississippi,DT,Tom Johnson
1198,75,246,9/10/1990,Wake Forest,FB,Tommy Bohanon
1199,73,168,10/24/1992,Northern Illinois,WR,Tommylee Lewis
1200,67,198,7/13/1995,Alabama,CB,Tony Brown
1201,72,211,1/27/1992,Oklahoma,SS,Tony Jefferson
1202,71,192,7/2/1992,Michigan State,CB,Tony Lippett
1203,74,185,5/3/1993,North Carolina A&T,CB,Tony McRae
1204,70,205,1/26/1989,Maryland,WR,Torrey Smith
1205,72,188,4/10/1995,Nevada-Las Vegas,CB,Torry McTyer
1206,71,228,10/24/1992,Texas A&M,RB,Tra Carson
1207,71,210,2/1/1995,Louisiana-Lafayette,DB,Tracy Walker
1208,73,190,7/25/1992,Michigan State,CB,Trae Waynes
1209,72,188,8/20/1988,Belhaven,CB,Tramaine Brock
1210,72,191,3/16/1983,Louisiana Tech,CB,Tramon Williams
1211,71,210,2/1/1989,Appalachian State,RB,Travaris Cadet
1212,73,175,12/29/1989,Miami,WR,Travis Benjamin
1213,70,260,10/5/1989,Cincinnati,TE,Travis Kelce
1214,77,205,6/25/1992,North Carolina,FS,Tre Boston
1215,73,203,6/2/1995,Oklahoma State,CB,Tre Flowers
1216,75,185,3/5/1996,Vanderbilt,CB,Tre Herndon
1217,71,235,8/16/1993,USC,FB,Tre Madden
1218,72,200,12/21/1993,Shepherd,DB,Tre Sullivan
1219,72,192,1/16/1995,Louisiana State,CB,Tre'Davious White
1220,71,210,1/7/1996,Central Florida,WR,Tre'Quan Smith
1221,74,232,2/10/1995,Weber State,LB,Tre'Von Johnson
1222,72,250,5/2/1998,Virginia Tech,LB,Tremaine Edmunds
1223,77,190,7/20/1996,Central Arkansas,WR,Tremon Smith
1224,71,259,12/22/1990,Stanford,DE,Trent Murphy
1225,78,219,2/26/1996,Vanderbilt,WR,Trent Sherfield
1226,73,181,4/30/1994,Louisiana Tech,WR,Trent Taylor
1227,68,185,7/23/1994,Virginia State,RB,Trenton Cannon
1228,71,220,4/18/1990,Oklahoma,P,Tress Way
1229,73,258,4/1/1995,Louisville,OLB,Trevon Young
1230,76,191,9/15/1993,Penn State,CB,Trevor Williams
1231,71,238,10/29/1991,Florida,TE,Trey Burton
1232,74,265,8/16/1993,Arkansas,DE,Trey Flowers
1233,74,200,12/7/1995,Southern Methodist,WR,Trey Quinn
1234,72,184,8/29/1991,Oregon,CB,Troy Hill
1235,71,213,1/1/1990,Montana,CB,Trumaine Johnson
1236,74,216,1/22/1993,Stanford,RB,Ty Montgomery
1237,72,203,11/15/1994,Pittsburgh,WR,Tyler Boyd
1238,74,254,7/30/1995,Central Michigan,TE,Tyler Conklin
1239,75,255,9/8/1990,Notre Dame,TE,Tyler Eifert
1240,78,185,10/7/1993,San Jose State,RB,Tyler Ervin
1241,70,257,1/1/1993,Western Kentucky,TE,Tyler Higbee
1242,78,250,10/15/1992,Rutgers,TE,Tyler Kroft
1243,78,182,9/28/1992,Kansas State,WR,Tyler Lockett
1244,70,235,12/22/1992,Temple,ILB,Tyler Matakevich
1245,73,188,1/26/1991,Oklahoma State,CB,Tyler Patmon
1246,70,277,1/30/1995,Ohio State,DT,Tyquan Lewis
1247,75,190,5/13/1992,Louisiana State,FS,Tyrann Mathieu
1248,69,185,3/1/1994,West Alabama,WR,Tyreek Hill
1249,70,205,2/12/1992,Western Oregon,WR,Tyrell Williams
1250,76,215,8/3/1989,Virginia Tech,QB,Tyrod Taylor
1251,73,254,11/14/1994,Texas,TE,Tyrone Swoopes
1252,76,240,5/23/1995,Houston,OLB,Tyus Bowser
1253,75,211,2/16/1994,Ohio State,DB,Tyvis Powell
1254,74,251,12/28/1996,Southern California,LB,Uchenna Nwosu
1255,74,239,4/27/1994,Georgia Southern,ILB,Ukeme Eligwe
1256,74,267,6/13/1990,Rice,TE,Vance McDonald
1257,76,248,1/31/1984,Maryland,TE,Vernon Davis
1258,75,204,6/3/1995,Florida,CB,Vernon Hargreaves III
1259,70,246,7/8/1992,Clemson,DE,Vic Beasley
1260,75,178,4/4/1995,Oregon State,WR,Victor Bolden
1261,68,246,7/2/1993,Wisconsin,LB,Vince Biegel
1262,75,233,12/27/1989,Florida State,ILB,Vince Williams
1263,73,240,9/6/1987,Duke,OLB,Vincent Rey
1264,72,279,6/30/1988,Marshall,DE,Vinny Curry
1265,75,255,8/3/1988,Nevada,TE,Virgil Green
1266,77,347,2/5/1995,Washington,DT,Vita Vea
1267,76,250,3/26/1989,Texas A&M,OLB,Von Miller
1268,75,205,12/12/1994,Ohio State,FS,Vonn Bell
1269,71,207,5/27/1988,Illinois,CB,Vontae Davis
1270,71,255,9/24/1990,Arizona State,OLB,Vontaze Burfict
1271,73,202,6/9/1996,Limestone,WR,Vyncint Smith
1272,75,200,6/19/1991,Liberty,CB,Walt Aikens
1273,73,210,10/1/1994,Clemson,RB,Wayne Gallman
1274,72,208,1/20/1994,West Virginia,RB,Wendell Smallwood
1275,70,233,7/21/1986,Kentucky,ILB,Wesley Woodyard
1276,72,258,7/21/1990,Illinois,OLB,Whitney Mercilus
1277,76,235,9/19/1989,Nebraska,ILB,Will Compton
1278,73,267,7/8/1996,Washington,TE,Will Dissly
1279,76,184,4/16/1994,Notre Dame,WR,Will Fuller
1280,72,194,7/29/1994,Arizona,FS,Will Parks
1281,73,186,12/28/1993,Mississippi State,S,Will Redmond
1282,71,281,7/31/1991,Michigan State,DE,William Gholston
1283,78,196,10/27/1992,Houston,CB,William Jackson
1284,72,291,3/20/1994,Michigan,DT,Willie Henry
1285,75,205,10/17/1992,Ball State,WR,Willie Snead
1286,71,200,7/4/1993,Baylor,CB,Xavien Howard
1287,73,261,9/22/1992,Southern California,TE,Xavier Grimble
1288,76,218,6/19/1990,Florida State,CB,Xavier Rhodes
1289,73,202,7/26/1995,Louisiana Tech,FS,Xavier Woods
1290,71,246,3/31/1995,Maryland,DE,Yannick Ngakoue
1291,74,272,9/8/1992,Kentucky,OLB,Za'Darius Smith
1292,76,250,10/23/1989,North Carolina,ILB,Zach Brown
1293,73,238,12/2/1994,Vanderbilt,ILB,Zach Cunningham
1294,75,250,11/10/1990,Stanford,TE,Zach Ertz
1295,77,233,4/26/1990,Southern Methodist,FB,Zach Line
1296,73,214,12/18/1994,Old Dominion,WR,Zach Pascal
1297,74,238,3/28/1991,Utah State,MLB,Zach Vigil
1298,74,255,1/10/1993,Southern Methodist,LS,Zach Wood
1299,75,224,9/13/1991,South Dakota,RB,Zach Zenner
1300,71,236,7/2/1996,Syracuse,ILB,Zaire Franklin
1301,72,200,3/30/1995,East Carolina,WR,Zay Jones
1302,74,214,6/9/1996,Washington,LB,Zeke Turner
